seller_type,seller_age_days,total_completed_tasks,seller_trust_score,task_type,is_duplicate_screenshot,completion_duration,timing_risk_score,std_dev,seller_average,z_score,population_score,timing_consistency_score,validity_score,logical_behavior_flag,final_behavior_risk_score,repetitive_behavior_flag,device_seller_count,ip_seller_count,device_sharing_score,ip_reuse_score,automation_score,device_risk_score,fraud_label
beginner,26,67,48,Follow,0,16.97,4,84.4,20.47,-0.04,0.2,8.12,0,0,8.32,0,1,2,0,6,5,11,0
experienced,126,194,82,Follow,0,35.45,4,117.33,36.06,-0.01,0.03,1.53,0,0,1.56,0,1,1,0,0,0,0,0
experienced,332,756,71,Comment,0,123.08,7,25.92,148.04,-0.93,4.64,19.82,0,0,24.45,0,1,3,0,12,5,17,0
fraud,304,309,31,Follow,0,8.85,20,111.48,11.45,-0.02,0.12,2.7,0,0,2.82,0,6,11,60,60,35,155,1
new,13,4,45,Follow,0,56.62,6,108.16,40.02,0.15,0.76,3.37,0,0,4.13,0,1,1,0,0,0,0,0
new,2,9,25,Like,0,45.63,5,100.89,54.06,-0.08,0.41,4.82,0,0,5.24,0,1,1,0,0,0,0,0
power,1361,9688,87,Like,0,10.51,13,19.58,9.41,0.05,0.27,21.08,0,0,21.35,0,2,2,12,6,5,23,0
beginner,36,22,59,Like,0,19.82,5,116.5,23.8,-0.03,0.17,1.7,0,0,1.87,0,1,1,0,0,0,0,0
new,9,1,36,Follow,0,82.59,19,59.65,84.43,-0.03,0.15,13.07,0,0,13.22,0,1,3,0,12,0,12,0
experienced,265,206,69,Follow,0,17.67,5,105.21,17.51,0.0,0.01,3.96,0,0,3.97,0,2,2,12,6,0,18,0
experienced,80,698,71,Follow,0,42.92,4,22.5,43.14,-0.01,0.05,20.5,0,0,20.55,0,4,3,36,12,5,53,0
experienced,273,742,65,Like,0,12.3,1,36.67,14.84,-0.07,0.34,17.67,0,0,18.0,0,1,3,0,12,0,12,0
experienced,306,428,80,Comment,0,73.4,5,84.69,53.13,0.24,1.18,8.06,0,0,9.24,0,2,1,12,0,0,12,0
power,1382,8511,82,Comment,0,39.93,5,26.03,52.4,-0.46,2.31,19.79,0,0,22.1,0,1,3,0,12,5,17,0
experienced,110,734,71,Follow,0,17.37,0,57.52,22.48,-0.09,0.44,13.5,0,0,13.93,0,4,5,36,24,0,60,0
experienced,293,453,78,Like,0,21.69,5,45.91,20.63,0.02,0.11,15.82,0,0,15.93,0,1,1,0,0,0,0,0
beginner,51,16,48,Comment,0,114.33,5,52.62,110.01,0.08,0.4,14.48,0,0,14.88,0,1,3,0,12,0,12,0
experienced,121,495,67,Like,0,16.75,3,110.11,19.53,-0.03,0.13,2.98,0,0,3.1,0,2,1,12,0,0,12,0
fraud,468,476,22,Follow,1,14.36,0,123.07,16.26,-0.02,0.08,0.39,0,0,0.46,0,7,11,72,60,50,182,1
fraud,262,556,8,Follow,1,42.32,1,110.85,34.1,0.07,0.37,2.83,0,0,3.2,0,1,6,0,30,50,80,1
new,14,4,31,Like,0,83.01,1,83.95,104.9,-0.26,1.29,8.21,0,0,9.5,0,2,1,12,0,5,17,0
experienced,189,524,65,Comment,0,44.66,7,45.69,34.89,0.21,1.05,15.86,0,0,16.91,0,2,2,12,6,5,23,0
beginner,26,77,60,Comment,0,117.71,3,31.95,150.49,-0.99,4.97,18.61,0,0,23.58,0,4,8,36,42,0,78,0
experienced,206,437,69,Like,0,29.31,6,39.44,26.2,0.08,0.38,17.11,0,0,17.5,0,1,3,0,12,5,17,0
new,15,1,36,Like,0,31.12,2,92.03,26.77,0.05,0.23,6.59,0,0,6.83,0,2,1,12,0,5,17,0
experienced,144,153,87,Comment,0,46.3,1,68.4,39.43,0.1,0.5,11.32,0,0,11.81,0,1,1,0,0,0,0,0
new,4,3,30,Like,0,40.06,5,53.17,29.34,0.2,0.99,14.37,0,0,15.36,0,3,4,24,18,5,47,0
power,473,13982,96,Like,0,18.99,7,18.48,20.36,-0.07,0.35,21.3,0,0,21.66,0,2,3,12,12,0,24,0
new,12,4,25,Comment,0,217.26,2,110.52,162.43,0.49,2.46,2.9,0,0,5.35,0,1,3,0,12,0,12,0
experienced,201,420,80,Like,0,24.94,0,89.11,31.22,-0.07,0.35,7.18,0,0,7.53,0,1,3,0,12,0,12,0
experienced,208,812,77,Follow,0,16.92,5,95.54,13.13,0.04,0.2,5.89,0,0,6.09,0,1,1,0,0,0,0,0
new,3,4,44,Comment,0,133.4,7,54.24,179.01,-0.83,4.13,14.15,0,0,18.28,0,1,3,0,12,5,17,0
experienced,105,845,72,Like,0,11.53,17,24.3,12.7,-0.05,0.23,20.14,0,0,20.37,0,2,3,12,12,0,24,0
experienced,348,843,81,Follow,0,22.73,3,119.51,21.09,0.01,0.07,1.1,0,0,1.17,0,2,1,12,0,0,12,0
beginner,16,34,67,Comment,0,144.53,6,20.83,140.4,0.19,0.95,20.83,0,0,21.78,0,1,1,0,0,0,0,0
new,4,5,29,Like,0,80.05,12,41.05,89.74,-0.23,1.15,16.79,0,0,17.94,0,1,1,0,0,5,5,0
beginner,15,10,62,Comment,0,78.71,3,53.81,96.51,-0.32,1.62,14.24,0,0,15.86,0,2,1,12,0,0,12,0
beginner,24,42,65,Like,0,36.71,3,114.7,41.9,-0.04,0.22,2.06,0,0,2.28,0,3,6,24,30,0,54,0
experienced,361,193,67,Comment,0,113.62,2,61.12,115.69,-0.03,0.17,12.78,0,0,12.94,0,3,5,24,24,0,48,0
beginner,16,32,68,Like,0,65.99,5,97.05,89.47,-0.24,1.2,5.59,0,0,6.79,0,1,2,0,6,0,6,0
experienced,73,652,68,Like,0,14.08,4,110.51,12.08,0.02,0.09,2.9,0,0,2.99,0,2,2,12,6,0,18,0
beginner,51,79,42,Like,0,54.7,3,81.29,76.12,-0.26,1.3,8.74,0,0,10.04,0,1,3,0,12,0,12,0
experienced,101,456,69,Like,0,32.39,0,118.94,41.56,-0.08,0.38,1.21,0,0,1.59,0,2,6,12,30,0,42,0
beginner,22,45,49,Follow,0,15.71,8,69.1,11.66,0.06,0.29,11.18,0,0,11.47,0,1,2,0,6,5,11,0
experienced,212,292,80,Comment,0,57.88,3,61.91,59.98,-0.03,0.17,12.62,0,0,12.79,0,2,3,12,12,0,24,0
experienced,182,575,72,Comment,0,60.78,8,33.82,73.44,-0.36,1.82,18.24,0,0,20.05,0,1,3,0,12,0,12,0
beginner,44,76,58,Like,0,46.31,5,46.13,42.96,0.07,0.35,15.77,0,0,16.13,0,2,1,12,0,0,12,0
beginner,18,26,55,Like,0,57.23,7,27.51,44.22,0.46,2.28,19.5,0,0,21.78,0,2,1,12,0,5,17,0
fraud,172,310,46,Comment,1,18.77,0,108.15,15.83,0.03,0.13,3.37,0,0,3.5,0,7,9,72,48,10,130,1
new,3,0,43,Like,0,28.89,0,30.06,35.31,-0.21,1.03,18.99,0,0,20.02,0,2,1,12,0,0,12,0
beginner,59,59,62,Follow,0,87.39,6,19.78,107.64,-0.97,4.87,21.04,0,0,25.91,0,1,2,0,6,0,6,0
experienced,149,716,80,Follow,0,17.11,4,40.29,22.05,-0.12,0.6,16.94,0,0,17.54,0,1,2,0,6,0,6,0
fraud,309,190,34,Like,1,3.0,25,8.86,4.13,-0.11,0.57,23.23,0,0,23.8,0,7,2,72,6,20,98,1
power,1404,14392,85,Like,0,12.24,8,18.96,14.77,-0.13,0.63,21.21,0,0,21.84,0,2,3,12,12,5,29,0
fraud,497,387,51,Follow,0,2.91,33,27.4,2.17,0.03,0.13,19.52,0,0,19.65,0,8,10,84,54,35,173,1
experienced,364,577,77,Like,0,14.88,6,111.12,11.4,0.03,0.15,2.78,0,0,2.93,0,1,3,0,12,0,12,0
power,1356,4380,97,Follow,0,15.98,4,8.65,12.39,0.37,1.86,23.27,0,0,25.13,0,2,1,12,0,0,12,0
experienced,306,553,87,Follow,0,25.83,4,61.97,24.27,0.02,0.12,12.61,0,0,12.73,0,2,1,12,0,0,12,0
fraud,47,337,37,Like,0,1.7,22,135.91,1.92,-0.0,0.01,0.0,0,0,0.01,0,6,5,60,24,50,134,1
new,6,9,21,Like,0,73.6,0,24.66,56.51,0.67,3.33,20.07,0,0,23.4,0,1,3,0,12,0,12,0
fraud,186,109,39,Follow,0,7.46,13,131.04,7.23,0.0,0.01,0.0,0,0,0.01,0,9,14,96,78,10,184,1
new,5,6,24,Like,0,79.12,7,91.1,78.66,0.0,0.02,6.78,0,0,6.81,0,1,3,0,12,0,12,0
beginner,17,42,58,Comment,0,53.56,7,92.22,48.46,0.05,0.27,6.56,0,0,6.83,0,1,1,0,0,0,0,0
beginner,40,20,51,Comment,0,48.95,8,35.18,66.45,-0.48,2.42,17.96,0,0,20.38,0,1,1,0,0,0,0,0
beginner,16,39,54,Like,0,44.44,6,22.95,43.91,0.02,0.11,20.41,0,0,20.52,0,1,2,0,6,0,6,0
beginner,55,86,58,Follow,0,73.73,2,19.96,89.65,-0.76,3.8,21.01,0,0,24.81,0,1,1,0,0,0,0,0
experienced,125,687,89,Like,0,28.26,6,26.91,38.4,-0.36,1.82,19.62,0,0,21.43,0,1,3,0,12,0,12,0
experienced,101,406,69,Like,0,24.98,4,76.65,24.68,0.0,0.02,9.67,0,0,9.69,0,2,2,12,6,0,18,0
power,759,12995,89,Follow,0,38.99,5,30.62,39.1,-0.0,0.02,18.88,0,0,18.89,0,1,2,0,6,5,11,0
experienced,282,206,78,Comment,0,87.55,9,82.96,87.26,0.0,0.02,8.41,0,0,8.43,0,2,3,12,12,0,24,0
experienced,147,190,80,Comment,0,131.19,1,111.56,117.83,0.12,0.59,2.69,0,0,3.28,0,2,3,12,12,0,24,0
fraud,450,958,12,Follow,1,2.94,32,27.2,3.69,-0.03,0.13,19.56,0,0,19.69,0,10,13,108,72,20,200,1
beginner,55,75,41,Follow,0,91.86,1,66.12,97.55,-0.08,0.42,11.78,0,0,12.2,0,4,6,36,30,0,66,0
new,7,3,50,Follow,0,69.93,1,74.25,61.01,0.12,0.59,10.15,0,0,10.74,0,2,1,12,0,0,12,0
fraud,339,363,35,Follow,0,4.62,33,51.19,3.33,0.02,0.12,14.76,0,0,14.89,0,6,5,60,24,35,119,1
new,1,0,37,Like,0,15.2,3,31.58,16.84,-0.05,0.25,18.68,0,0,18.93,0,1,1,0,0,0,0,0
experienced,108,993,78,Follow,0,25.04,6,96.28,20.82,0.04,0.22,5.74,0,0,5.96,0,2,1,12,0,0,12,0
fraud,41,671,40,Comment,0,64.8,4,156.55,67.23,-0.02,0.08,0.0,0,0,0.08,0,3,7,24,36,0,60,1
experienced,320,498,77,Comment,0,54.48,6,26.69,45.66,0.32,1.59,19.66,0,0,21.25,0,2,1,12,0,0,12,0
beginner,43,52,44,Comment,0,159.19,0,32.02,127.86,0.95,4.74,18.6,0,0,23.34,0,1,2,0,6,5,11,0
power,1336,10801,84,Like,0,15.02,0,29.21,15.98,-0.03,0.16,19.16,0,0,19.32,0,2,2,12,6,5,23,0
beginner,45,26,46,Follow,0,70.01,6,39.71,88.19,-0.45,2.23,17.06,0,0,19.29,0,2,6,12,30,0,42,0
new,15,3,48,Like,0,27.7,3,111.95,29.18,-0.01,0.07,2.61,0,0,2.68,0,1,2,0,6,0,6,0
experienced,82,822,81,Like,0,10.46,8,37.03,8.13,0.06,0.31,17.59,0,0,17.9,0,1,2,0,6,0,6,0
power,862,8323,91,Follow,0,15.94,2,22.5,21.47,-0.24,1.18,20.5,0,0,21.68,0,1,3,0,12,5,17,0
experienced,264,696,75,Like,0,33.32,4,48.08,44.81,-0.23,1.17,15.38,0,0,16.56,0,2,1,12,0,0,12,0
beginner,19,99,41,Like,0,58.63,6,34.14,64.9,-0.18,0.89,18.17,0,0,19.06,0,2,2,12,6,0,18,0
experienced,258,699,79,Like,0,8.09,10,38.63,9.1,-0.03,0.13,17.27,0,0,17.4,0,2,2,12,6,0,18,0
power,799,13685,92,Like,0,11.54,24,12.06,15.95,-0.34,1.69,22.59,0,0,24.28,0,2,2,12,6,0,18,0
new,9,6,49,Like,0,81.08,6,42.99,94.75,-0.31,1.55,16.4,0,0,17.95,0,2,3,12,12,5,29,0
fraud,259,14,30,Like,0,9.27,10,46.77,11.34,-0.04,0.22,15.65,0,0,15.86,0,10,15,108,84,0,192,1
beginner,47,92,61,Follow,0,81.3,1,20.0,86.1,-0.23,1.14,21.0,0,0,22.14,0,1,2,0,6,0,6,0
experienced,146,249,77,Comment,0,51.77,2,101.76,48.45,0.03,0.16,4.65,0,0,4.81,0,1,2,0,6,0,6,0
beginner,17,22,47,Comment,0,151.5,6,104.8,167.8,-0.15,0.77,4.04,0,0,4.81,0,2,2,12,6,0,18,0
power,277,1689,81,Like,0,13.43,1,26.69,17.68,-0.15,0.77,19.66,0,0,20.43,0,2,3,12,12,0,24,0
beginner,24,38,56,Comment,0,50.65,1,88.0,60.97,-0.12,0.58,7.4,0,0,7.98,0,1,1,0,0,5,5,0
power,966,9241,88,Like,0,12.65,4,24.74,14.26,-0.06,0.31,20.05,0,0,20.36,0,2,2,12,6,0,18,0
beginner,46,26,46,Follow,0,75.77,2,88.56,100.65,-0.28,1.39,7.29,0,0,8.68,0,2,3,12,12,5,29,0
fraud,107,116,18,Comment,1,14.38,8,129.31,11.88,0.02,0.1,0.0,0,0,0.1,0,8,2,84,6,20,110,1
fraud,178,250,12,Follow,1,8.2,15,71.88,6.17,0.03,0.14,10.62,0,0,10.76,0,6,11,60,60,0,120,1
new,8,0,50,Like,0,17.9,4,53.29,24.34,-0.12,0.59,14.34,0,0,14.94,0,1,2,0,6,5,11,0
fraud,60,452,54,Comment,0,13.56,2,50.63,13.2,0.01,0.03,14.87,0,0,14.91,0,8,13,84,72,20,176,1
new,12,7,50,Follow,0,65.0,0,16.84,76.63,-0.65,3.26,21.63,0,0,24.89,0,4,6,36,30,0,66,0
beginner,24,45,59,Comment,0,166.55,0,58.42,166.73,-0.0,0.02,13.32,0,0,13.33,0,4,3,36,12,0,48,0
beginner,18,100,62,Like,0,46.49,4,28.91,46.56,-0.0,0.01,19.22,0,0,19.23,0,2,6,12,30,5,47,0
experienced,336,355,83,Comment,0,55.7,4,17.55,66.77,-0.6,2.98,21.49,0,0,24.47,0,2,4,12,18,0,30,0
beginner,23,98,65,Like,0,22.68,0,65.84,22.77,-0.0,0.01,11.83,0,0,11.84,0,2,2,12,6,5,23,0
experienced,65,331,90,Comment,0,62.6,1,31.47,83.91,-0.66,3.28,18.71,0,0,21.99,0,1,3,0,12,0,12,0
experienced,77,344,67,Comment,0,95.98,8,16.52,74.61,1.22,6.1,21.7,0,0,27.8,0,2,3,12,12,5,29,0
fraud,407,932,48,Like,1,4.83,22,98.57,3.66,0.01,0.06,5.29,0,0,5.34,0,7,10,72,54,20,146,1
new,11,1,28,Follow,0,119.89,6,117.59,137.17,-0.15,0.73,1.48,0,0,2.21,0,2,2,12,6,5,23,0
power,492,4694,97,Comment,0,25.57,7,22.61,23.76,0.08,0.38,20.48,0,0,20.86,0,2,6,12,30,0,42,0
experienced,151,930,73,Follow,0,33.96,7,20.47,35.1,-0.05,0.27,20.91,0,0,21.17,0,3,4,24,18,0,42,0
experienced,241,894,83,Like,0,20.89,21,25.44,28.96,-0.31,1.53,19.91,0,0,21.44,0,2,2,12,6,0,18,0
new,7,6,32,Follow,0,20.98,4,111.6,17.93,0.03,0.14,2.68,0,0,2.82,0,1,2,0,6,0,6,0
new,2,6,38,Follow,0,123.38,7,93.02,135.03,-0.12,0.62,6.4,0,0,7.02,0,1,2,0,6,0,6,0
experienced,68,936,82,Comment,0,92.75,5,104.97,100.57,-0.07,0.37,4.01,0,0,4.37,0,1,1,0,0,0,0,0
experienced,150,859,86,Follow,0,39.94,1,67.28,50.01,-0.15,0.74,11.54,0,0,12.28,0,2,1,12,0,5,17,0
experienced,94,546,72,Like,0,25.74,6,15.54,24.29,0.09,0.44,21.89,0,0,22.33,0,2,1,12,0,0,12,0
new,6,6,50,Follow,0,54.2,5,45.81,49.59,0.1,0.49,15.84,0,0,16.33,0,2,2,12,6,0,18,0
beginner,36,68,68,Comment,0,146.51,6,41.16,142.42,0.1,0.49,16.77,0,0,17.25,0,1,2,0,6,0,6,0
fraud,11,337,43,Follow,1,28.47,2,161.14,36.71,-0.05,0.25,0.0,0,0,0.25,0,9,9,96,48,10,154,1
new,3,7,22,Comment,0,122.81,5,86.56,167.93,-0.52,2.58,7.69,0,0,10.26,0,3,7,24,36,0,60,0
beginner,29,95,57,Like,0,49.38,3,82.18,59.7,-0.12,0.62,8.56,0,0,9.18,0,1,3,0,12,0,12,0
fraud,170,124,53,Follow,0,10.34,12,39.65,11.94,-0.04,0.2,17.07,0,0,17.27,0,3,3,24,12,20,56,1
experienced,172,892,90,Follow,0,49.07,5,74.58,59.09,-0.13,0.66,10.08,0,0,10.75,0,2,8,12,42,0,54,0
beginner,54,87,53,Like,0,46.57,6,69.24,53.54,-0.1,0.5,11.15,0,0,11.65,0,2,2,12,6,0,18,0
new,3,2,23,Like,0,15.41,7,29.71,16.39,-0.03,0.16,19.06,0,0,19.22,0,1,3,0,12,0,12,0
experienced,244,407,75,Comment,0,127.52,1,57.17,124.56,0.05,0.25,13.57,0,0,13.82,0,1,3,0,12,5,17,0
beginner,57,32,41,Follow,0,75.49,15,104.35,55.93,0.19,0.93,4.13,0,0,5.06,0,2,3,12,12,5,29,0
power,448,1909,97,Like,0,7.92,12,13.85,7.56,0.02,0.12,22.23,0,0,22.35,0,2,2,12,6,0,18,0
beginner,49,29,69,Follow,0,25.41,5,51.46,24.86,0.01,0.05,14.71,0,0,14.76,0,1,3,0,12,0,12,0
beginner,21,47,48,Comment,0,139.35,3,15.43,184.67,-2.76,13.8,21.91,0,0,35.71,0,1,2,0,6,0,6,0
experienced,354,334,71,Follow,0,45.19,8,62.03,38.85,0.1,0.5,12.59,0,0,13.1,0,2,1,12,0,0,12,0
beginner,45,57,49,Follow,0,52.28,0,75.37,41.79,0.14,0.69,9.93,0,0,10.61,0,1,2,0,6,0,6,0
new,10,7,47,Follow,0,97.49,1,26.42,95.87,0.06,0.3,19.72,0,0,20.01,0,1,2,0,6,0,6,0
new,14,10,26,Like,0,92.68,3,37.29,99.67,-0.18,0.91,17.54,0,0,18.46,0,2,3,12,12,0,24,0
experienced,134,220,83,Follow,0,45.54,13,16.03,53.64,-0.48,2.38,21.79,0,0,24.17,0,2,3,12,12,0,24,0
new,13,2,25,Like,0,65.26,8,96.34,71.35,-0.06,0.31,5.73,0,0,6.04,0,2,3,12,12,5,29,0
experienced,361,852,70,Like,0,27.44,2,83.73,34.26,-0.08,0.4,8.25,0,0,8.66,0,1,2,0,6,0,6,0
new,6,6,39,Like,0,81.1,6,56.5,105.32,-0.42,2.11,13.7,0,0,15.81,0,2,1,12,0,0,12,0
experienced,199,342,71,Comment,0,40.52,0,35.86,53.77,-0.36,1.8,17.83,0,0,19.63,0,2,3,12,12,0,24,0
power,341,2741,96,Like,0,19.88,5,8.5,16.1,0.4,1.99,23.3,0,0,25.29,0,1,1,0,0,0,0,0
experienced,223,414,83,Like,0,19.61,6,33.81,14.17,0.16,0.78,18.24,0,0,19.02,0,2,3,12,12,0,24,0
new,2,10,21,Like,0,101.1,8,30.67,108.3,-0.23,1.14,18.87,0,0,20.0,0,4,7,36,36,5,77,0
experienced,285,317,67,Follow,0,44.32,15,19.96,58.69,-0.69,3.43,21.01,0,0,24.44,0,2,3,12,12,0,24,0
fraud,326,872,20,Like,0,3.0,24,46.26,2.84,0.0,0.02,15.75,0,0,15.76,0,9,4,96,18,0,114,1
beginner,47,17,51,Comment,0,119.51,5,110.87,138.75,-0.17,0.86,2.83,0,0,3.69,0,1,2,0,6,0,6,0
beginner,27,68,47,Comment,0,160.82,4,17.34,123.01,2.06,10.31,21.53,0,0,31.84,0,2,3,12,12,5,29,0
beginner,37,17,60,Follow,0,33.71,5,38.95,28.81,0.12,0.61,17.21,0,0,17.82,0,1,3,0,12,0,12,0
experienced,232,111,77,Comment,0,36.67,1,103.49,42.36,-0.05,0.27,4.3,0,0,4.58,0,2,8,12,42,0,54,0
new,7,4,41,Comment,0,164.21,1,16.7,224.37,-3.4,17.0,21.66,0,0,38.66,0,2,3,12,12,0,24,0
beginner,42,87,61,Comment,0,48.03,4,46.48,52.74,-0.1,0.5,15.7,0,0,16.2,0,2,1,12,0,0,12,0
beginner,60,84,49,Like,0,18.39,2,52.95,24.18,-0.11,0.54,14.41,0,0,14.95,0,2,2,12,6,0,18,0
experienced,198,313,71,Like,0,9.16,9,62.79,12.62,-0.05,0.27,12.44,0,0,12.71,0,1,2,0,6,0,6,0
experienced,325,381,87,Comment,0,36.94,7,21.74,41.92,-0.22,1.1,20.65,0,0,21.75,0,1,1,0,0,0,0,0
experienced,211,150,76,Comment,0,48.62,8,49.64,61.3,-0.25,1.25,15.07,0,0,16.32,0,2,3,12,12,0,24,0
beginner,29,71,54,Like,0,43.63,5,15.16,36.58,0.44,2.18,21.97,0,0,24.15,0,1,2,0,6,0,6,0
new,2,6,32,Like,0,56.8,3,79.8,59.31,-0.03,0.16,9.04,0,0,9.2,0,1,1,0,0,0,0,0
new,7,7,43,Comment,0,105.35,5,32.62,82.51,0.68,3.4,18.48,0,0,21.87,0,1,3,0,12,0,12,0
beginner,43,42,46,Follow,0,38.44,0,106.46,44.7,-0.06,0.29,3.71,0,0,4.0,0,1,3,0,12,5,17,0
experienced,338,526,82,Comment,0,115.26,8,94.85,95.27,0.21,1.04,6.03,0,0,7.07,0,2,2,12,6,0,18,0
new,15,10,28,Comment,0,83.62,3,91.49,68.7,0.16,0.81,6.7,0,0,7.51,0,1,2,0,6,0,6,0
experienced,217,999,73,Like,0,16.05,3,41.93,12.4,0.08,0.42,16.61,0,0,17.04,0,2,1,12,0,0,12,0
experienced,265,825,70,Like,0,22.94,8,57.53,29.78,-0.12,0.58,13.49,0,0,14.08,0,1,1,0,0,0,0,0
experienced,87,516,84,Follow,0,32.71,7,24.44,28.5,0.17,0.83,20.11,0,0,20.94,0,1,2,0,6,0,6,0
new,9,5,47,Like,0,43.71,7,47.27,60.04,-0.34,1.69,15.55,0,0,17.24,0,1,1,0,0,0,0,0
beginner,49,16,44,Follow,0,64.31,1,26.87,68.28,-0.14,0.71,19.63,0,0,20.34,0,4,7,36,36,0,72,0
new,11,9,31,Comment,0,214.15,3,108.91,272.38,-0.53,2.65,3.22,0,0,5.87,0,2,3,12,12,5,29,0
power,889,11217,92,Like,0,9.27,19,14.32,6.67,0.17,0.85,22.14,0,0,22.98,0,1,3,0,12,0,12,0
fraud,42,812,42,Comment,0,15.23,2,22.58,16.03,-0.03,0.17,20.48,0,0,20.65,0,10,7,108,36,0,144,1
fraud,198,420,49,Follow,0,30.67,3,39.33,40.25,-0.24,1.19,17.13,0,0,18.32,0,1,5,0,24,50,74,1
fraud,272,6,58,Comment,0,74.28,7,91.36,91.47,-0.19,0.93,6.73,0,0,7.66,0,3,8,24,42,50,116,1
fraud,294,516,18,Follow,0,5.43,6,152.35,5.47,-0.0,0.0,0.0,0,0,0.0,0,4,2,36,6,0,42,1
beginner,42,64,47,Like,0,56.0,4,40.83,53.7,0.05,0.27,16.83,0,0,17.11,0,1,3,0,12,5,17,0
beginner,48,60,59,Like,0,35.76,8,45.36,41.35,-0.12,0.6,15.93,0,0,16.53,0,1,3,0,12,0,12,0
fraud,197,689,49,Follow,0,3.04,32,24.11,4.13,-0.04,0.22,20.18,0,0,20.4,0,9,10,96,54,50,200,1
new,11,1,25,Comment,0,292.19,7,54.08,402.7,-2.01,10.03,14.18,0,0,24.22,0,4,8,36,42,0,78,0
experienced,176,349,77,Follow,0,12.42,4,55.38,14.74,-0.04,0.21,13.92,0,0,14.13,0,2,1,12,0,0,12,0
beginner,57,97,61,Follow,0,44.81,3,22.53,37.42,0.31,1.57,20.49,0,0,22.06,0,1,1,0,0,0,0,0
new,12,9,31,Like,0,60.56,7,20.51,73.47,-0.6,3.0,20.9,0,0,23.9,0,1,3,0,12,0,12,0
beginner,26,33,44,Comment,0,109.7,4,100.53,91.51,0.18,0.9,4.89,0,0,5.79,0,1,3,0,12,0,12,0
fraud,129,590,59,Comment,0,6.36,8,11.43,7.32,-0.08,0.39,22.71,0,0,23.1,0,4,14,36,78,50,164,1
experienced,281,944,81,Follow,0,43.35,0,75.09,33.2,0.13,0.67,9.98,0,0,10.65,0,1,1,0,0,5,5,0
experienced,101,594,76,Follow,0,14.56,5,91.44,11.5,0.03,0.17,6.71,0,0,6.88,0,3,5,24,24,0,48,0
beginner,59,71,69,Follow,0,69.68,5,60.87,92.64,-0.37,1.86,12.83,0,0,14.68,0,2,3,12,12,0,24,0
beginner,56,46,68,Comment,0,184.45,3,26.4,205.02,-0.75,3.75,19.72,0,0,23.47,0,2,1,12,0,5,17,0
beginner,60,78,54,Comment,0,94.16,0,52.3,119.56,-0.48,2.38,14.54,0,0,16.92,0,1,2,0,6,0,6,0
experienced,83,599,73,Follow,0,37.55,7,26.84,48.92,-0.41,2.04,19.63,0,0,21.68,0,1,1,0,0,0,0,0
experienced,289,274,69,Comment,0,40.14,0,79.23,28.91,0.14,0.7,9.15,0,0,9.85,0,2,3,12,12,0,24,0
experienced,256,238,66,Comment,0,92.54,0,28.2,100.98,-0.29,1.44,19.36,0,0,20.8,0,1,2,0,6,0,6,0
beginner,21,84,48,Comment,0,105.0,6,100.85,95.54,0.09,0.46,4.83,0,0,5.29,0,1,3,0,12,0,12,0
new,3,10,22,Follow,0,29.18,8,115.84,29.33,-0.0,0.01,1.83,0,0,1.84,0,1,3,0,12,0,12,0
beginner,23,95,51,Comment,0,61.82,5,92.17,71.5,-0.1,0.52,6.57,0,0,7.08,0,2,2,12,6,0,18,0
fraud,433,40,7,Like,0,5.74,17,49.55,7.58,-0.04,0.18,15.09,0,0,15.27,0,9,2,96,6,10,112,1
experienced,74,264,80,Like,0,40.8,1,22.83,56.1,-0.64,3.21,20.43,0,0,23.65,0,1,2,0,6,5,11,0
new,13,2,49,Comment,0,204.94,4,62.63,158.47,0.73,3.65,12.47,0,0,16.13,0,1,1,0,0,0,0,0
experienced,262,637,90,Like,0,28.76,5,87.21,38.73,-0.11,0.57,7.56,0,0,8.12,0,1,3,0,12,0,12,0
experienced,358,521,89,Like,0,31.36,3,114.93,32.02,-0.01,0.03,2.01,0,0,2.04,0,1,1,0,0,0,0,0
power,1019,13603,94,Like,0,15.79,0,32.67,16.01,-0.01,0.03,18.47,0,0,18.5,0,1,2,0,6,0,6,0
experienced,205,392,66,Comment,0,90.94,0,86.1,111.65,-0.24,1.19,7.78,0,0,8.97,0,1,3,0,12,0,12,0
beginner,22,31,60,Follow,0,66.36,5,117.61,48.43,0.15,0.76,1.48,0,0,2.23,0,1,3,0,12,5,17,0
experienced,214,354,67,Like,0,18.57,8,103.56,14.74,0.04,0.18,4.29,0,0,4.47,0,1,3,0,12,5,17,0
experienced,140,568,67,Follow,0,27.11,2,70.09,36.74,-0.14,0.68,10.98,0,0,11.66,0,1,3,0,12,0,12,0
new,11,6,27,Comment,0,145.29,5,72.79,113.44,0.43,2.16,10.44,0,0,12.6,0,2,8,12,42,5,59,0
new,8,10,32,Follow,0,52.37,6,103.76,59.3,-0.07,0.33,4.25,0,0,4.58,0,2,1,12,0,5,17,0
experienced,189,845,70,Follow,0,21.18,1,87.52,23.95,-0.03,0.16,7.5,0,0,7.65,0,4,4,36,18,0,54,0
beginner,54,81,61,Follow,0,47.45,5,38.35,42.03,0.14,0.69,17.33,0,0,18.02,0,2,3,12,12,5,29,0
beginner,59,88,51,Comment,0,47.96,7,36.46,43.98,0.11,0.53,17.71,0,0,18.24,0,2,2,12,6,0,18,0
new,15,0,45,Comment,0,310.93,0,21.52,282.92,1.24,6.22,20.7,0,0,26.92,0,1,3,0,12,0,12,0
